,0
3402,lincoln titus elementary school
3403,van cortlandtville school
3404,lakeland-copper beech middle school
3405,benjamin franklin elementary school
3406,mildred e strang middle school
3407,brookside school
3408,crompond school
3409,mohansic school
3410,wyoming county
3411,attica elementary school
3412,attica junior high school
3413,letchworth elementary school
3414,letchworth middle school
3415,wyoming central school
3416,perry elementary school
3417,perry junior-senior high school
3418,warsaw elementary school
3419,warsaw middle/senior high school
3420,yates county
3421,penn yan middle school
3422,penn yan elementary school
3423,dundee junior-senior high school
3424,dundee elementary school
3425,edmund j o'neal middle school of excellence
3426,montgomery c smith elementary school
3427,cortland junior high school
3428,stissing mountain junior/senior high school
3429,academy school at 4
3430,elmwood village charter school  - days park
3431,eden middle & high school
3432,roc achieve charter school
3433,mary k vollmer elementary school
3434,joseph mcneil school
3435,bayville primary
3436,ann macarthur primary
3437,ps 158 bayard taylor
3438,clinton school (the)
3439,ms 297
3440,sixth avenue elementary school
3441,riverside school for makers and artists (the)
3442,lafayette academy
3443,esperanza preparatory academy
3444,isaac newton middle sschool for math and science
3445,harold o levy school
3446,dos puentes elementary school
3447,ps/is 210 twenty-first century academy for community leadership
3448,ps 161 juan ponce de leon school
3449,laboratory school of finance and technology (the):  x223
3450,is 584
3451,dr emmett w bassett school (the)
3452,bronx delta school
3453,antonia pantoja preparatory academy - a college board school
3454,ps 114 luis llorens torres school
3455,new american academy at roberto clemente state park (the)
3456,urban assembly school for applied math and science (the)
3457,ps 46 edgar allan poe
3458,bedford park elementary school
3459,bronx school of young leaders (the)
3460,cornerstone academy for social action middle school (casa)
3461,ms 129 academy for independent learning and leadership
3462,school of science and applied learning (the)
3463,"is 318 math, science & technology through arts "
3464,samara community school
3465,international charter school of new york (the)
3466,ps/is 157 benjamin franklin heath and science academy (the)
3467,ps 250 george h lindsay
3468,is 318 eugenio maria de hostos
3469,citizens of the world charter school - williamsburg
3470,"magnet school of math, science & design technology"
3471,ps 32 samuel mills sprole
3472,brooklyn collaborative studies
3473,sunset park avenues elementary school
3474,ps 243 weeksville school (the)
3475,ps 309 george e wibecan preparatory academy (the)
3476,ronald edmonds learning center ii
3477,new bridges elementary
3478,academy for college prep & career exploration: a college board school
3479,citizens of the world charter school - crown heights
3480,ps 192 magnet school for math and science inquiry (the)
3481,"school of math, science and healthy living"
3482,andries hudde 
3483,ms 890
3484,kappa v (knowledge and power prep academy)
3485,ps 58 school of heroes (the)
3486,"ps 128 lorraine tuzzo (the), juniper valley elementary school"
3487,helen m marshall school
3488,children's lab school (the)
3489,robert f wagner jr secondary school for arts and technology
3490,ps/ms 200 magnet school of global studies and leadership (the)
3491,ps 254 rosa parks school (the)
3492,queens explorers elementary school
3493,academy of medical technology - a college board school
3494,catherine & count basie middle school 72
3495,ps 80 thurgood marshall magnet school of multimedia
3496,jamaica children's school
3497,jermaine l green stem institute in queens (the)
3498,young women's leadership school-queens
3499,ps 36 saint albans school
3500,30th avenue school (the) (g & t citywide)
3501,young womens leadership school - astoria
3502,ps 6 corporal allan f kivlehan school
3503,fort hill collaborative elementary school
3504,eagle academy for young men of staten island (the)
3505,north tonawanda intermediate school
3506,george r staley elementary school
3507,deforest a hill primary school
3508,westmoreland upper elementary school
3509,onondaga nation school
3510,delaware primary school
3511,gardnertown leadership  academy elementary school
3512,millard hawk elementary school
3513,suffern central school district 
3514,gouverneur high school
3515,gouverneur elementary school
3516,howe elementary school
3517,hornell junior-senior high school
3518,charles a mulligan elementary school
3519,liberty high school
3520,woodlands middle/high school
3521,little school
3522,cesar e chavez school
3523,peru high school
3524,ferdinand e smith intermediate school
3525,franklyn s barry primary school
3526,randall middle school
3527,math science technology preparatory school at 197
3528,academy school
3529,build community school
3530,holland middle school
3531,young women's college preparatory charter school of rochester
3532,anna murray-douglass academy
3533,rise community school
3534,bayville intermediate school
3535,locust valley intermediate school
3536,locke school of arts and engineering (the)
3537,"bronx global learning institute for girls charter school, the shirley rodrguez-remeneski school"
3538,south bronx international middle school
3539,ms 594
3540,ps 207
3541,stem bridge school (the)
3542,matilda avenue school (the)
3543,brooklyn new school-ps 146 (the)
3544,ps 898
3545,ms 907
3546,ps 361 east flatbush early childhood school
3547,college point collaborative
3548,queens school for leadership and excellence (the)
3549,woodside community school (the)
3550,kathleen grimm school for leadership and sustainability (the)
3551,wilson middle/high school
3552,donald h crane junior/senior high school
3553,haldane elementary school
3554,maple hill junior/senior high school
3555,gouverneur middle school
3556,canisteo-greenwood elementary school
3557,william floyd learning center
3558,anthony alfano elementary school
3559,liberty middle school
3560,cedar knolls academy
3561,nellie thornton school of performing arts
3562,mount vernon steam academy
3563,thomas s o'brien acad of sci & tech
3564,p j schuyler achievement academy
3565,sheridan prep academy
3566,myers middle school
3567,edmund j o'neal ms of excellence
3568,north albany academy middle school
3569,berne-knox-westerlo central school distr
3570,berne-knox-westerlo junior-senior hs
3571,berne-knox-westerlo elem sch
3572,ravena-coeymans-selkirk central school d
3573,ravena-coeymans-selkirk mid sch
3574,alfred-almond junior-senior high sch
3575,bolivar-richburg junior-senior hs
3576,harpursville junior-senior high sch
3577,susquehanna valley central school distri
3578,charles f johnson jr elementary sch
3579,thomas j watson sr elem school
3580,ann g mcguinness elementary
3581,johnson city elem/intrmed school
3582,a f palmer es / windsor central ms
3583,allegany-limestone central school distri
3584,allegany-limestone middle-high
3585,allegany-limestone elementary
3586,ellicottville middle/high school
3587,franklinville junior-senior high sch
3588,cattaraugus-little valley central school
3589,cattaraugus-little valley elementary
3590,cattaraugus-little valley middle sch
3591,yorkshire-pioneer central school distric
3592,cato-meridian junior-senior hs
3593,southern cayuga 7-12 secondary sch
3594,southwestern central school district at
3595,frewsburg junior-senior high sch
3596,pine valley central school district (sou
3597,pine valley central jr-sr high sch
3598,maple grove junior/senior high
3599,abraham lincoln elem school
3600,hendy avenue school
3601,bainbridge-guilford central school distr
3602,georgetown-south otselic central school
3603,oxford academy and central school distri
3604,sherburne-earlville central school distr
3605,sherburne-earlville elementary sch
3606,northeastern clinton central school dist
3607,chazy central rural elementary sch
3608,chazy central rural junior-senior hs
3609,northern adirondack central school distr
3610,northern adirondack elementary sch
3611,northern adirondack mid/high sch
3612,peru middle school
3613,taconic hills junior/senior high
3614,montgomery c smith elementary
3615,new lebanon junior-senior high sch
3616,fe smith intermediate school
3617,delaware academy central school district
3618,hancock junior-senior hs
3619,eugene brooks intermediate school
3620,seymour smith intermediate lrn ctr
3621,stissing mountain jr/sr high school
3622,warring magnet acad of sci & tech
3623,west road/d'aquanni interm sch
3624,titusville intermediate
3625,chancellor livingston elementary sch
3626,heritage hts elementary school
3627,buffalo elem sch of technology
3628,dr a pantoja comm sch excllnce -#18
3629,marva j daniel futures prep school
3630,ps 59 dr charles drew sci magnet
3631,buffalo academy-vis & perf arts
3632,stanley makowski early chldhd ctr
3633,math science tech prep school-197
3634,martin luther king jr #48
3635,buffalo academy of science charter schoo
3636,persistence preparatory academy charter
3637,cheektowaga-maryvale union free school d
3638,cleveland hill union free school distric
3639,cheektowaga-sloan union free school dist
3640,clarence ctr elementary school
3641,springville-griffith institute central s
3642,griffith inst middle school
3643,evans-brant central school district (lak
3644,union pleasant avenue elementary sch
3645,harold o brumsted elem sch
3646,north collins junior-senior hs
3647,kenmore-tonawanda union free school dist
3648,charles a lindbergh elementary sch
3649,allendale elmentary school
3650,lake placid junior-senior high sch
3651,ticonderoga junior-senior hs
3652,boquet valley central school district at
3653,mountain view campus
3654,lake view campus
3655,st regis mohawk school
3656,st joseph's elementary school
3657,saint regis falls central school distric
3658,st regis falls central school
3659,johnstown junior-senior hs
3660,broadalbin-perth elementary school
3661,broadalbin-perth junior-senior hs
3662,byron-bergen jr/sr high school
3663,oakfield-alabama middle/high school
3664,hunter-tannersville central school distr
3665,hunter-tannersville middle/high sch
3666,windham-ashland-jewett central school di
3667,west canada valley central school distri
3668,west canada valley junior-senior hs
3669,frankfort-schuyler central school distri
3670,frankfort-schuyler elementary
3671,van hornesville-owen d young central sch
3672,mt markham elementary school
3673,mt markham middle school
3674,general brown junior-senior hs
3675,belleville-henderson central school dist
3676,harrisville junior-senior high sch
3677,lowville academy & central school distri
3678,caledonia-mumford central school distric
3679,livonia middle/high school
3680,mt morris middle/senior high school
3681,mt morris elementary school
3682,dalton-nunda central school district (ke
3683,morrisville-eaton central school distric
3684,morrisville middle sch high sch
3685,stockbridge valley central school distri
3686,gates chili central school district
3687,longridge elementary school
3688,buckman hts elementary school
3689,young women's college preparatory charte
3690,renaissance academy charter school of th
3691,honeoye falls-lima central school distri
3692,east rochester union free school distric
3693,east rochester junior-senior hs
3694,churchville-chili central school distric
3695,school 3-nathaniel rochester
3696,school 15-children's school of roche
3697,school 54-flower city comm school
3698,northwest college prep high school
3699,leadership academy for young men
3700,monroe lower school
3701,franklin lower school
3702,true north rochester preparatory charter
3703,university preparatory charter school fo
3704,exploration elementary charter school fo
3705,academy of health sciences charter schoo
3706,charles h roth jr high school
3707,r j mcnulty academy
3708,marie curie inst of engin and comm
3709,fonda-fultonville central school distric
3710,oppenheim-ephratah-st johnsville es
3711,oppenheim-ephratah-st johnsville js
3712,barack obama elemen school
3713,alverta b gray schultz middle sch
3714,north bellmore union free school distric
3715,shore road school
3716,winthrop avenue school
3717,roosevelt children's academy charter sch
3718,valley stream 13 union free school distr
3719,hewlett-woodmere union free school distr
3720,lawrence primary school-#2 school
3721,lawrence elementary school-broadway
3722,lawrence middle school-broadway camp
3723,franklin square union free school distri
3724,east rockaway junior-senior high sch
3725,rockville centre union free school distr
3726,floral park-bellerose union free school
3727,valley stream 24 union free school distr
3728,west hempstead union free school distric
3729,valley stream 30 union free school distr
3730,island park lincoln orens ms
3731,valley stream central high school distri
3732,valley stream memorial jr high schoo
3733,bellmore-merrick central high school dis
3734,east williston union free school distric
3735,port washington union free school distri
3736,new hyde park-garden city park union fre
3737,carle place middle senior high sch
3738,plainview-old bethpage central school di
3739,judy jacobs parkway elementary
3740,plainview-old bethpage middle sch
3741,oyster bay-east norwich central school d
3742,fork lane school
3743,saltzman east memorial elem sch
3744,"new explorations sci, tech & math"
3745,girls preparatory charter school of new
3746,jhs 104 simon baruch
3747,ms 131
3748,east side elementary-ps 267
3749,nyc lab ms-collaborative studies
3750,47 amer sign lang & eng lower
3751,ps 527 east side school-social actio
3752,lower manhattan com middle school
3753,professional perf arts high school
3754,ballet tech/nyc ps for dance
3755,ps 87 william sherman
3756,ps 166 richard rogers sc-arts & sci
3757,locke school of arts & engineering
3758,riverside school for makers-artists
3759,ms 247 dual lang middle school
3760,ps 333 manhattan school for chldrn
3761,frederick douglass academy ii
3762,harlem hebrew language academy charter s
3763,ps 108 assemblyman angelo del toro
3764,ms 224 manhattan east
3765,isaac newton ms for math & sci
3766,capital preparatory (cp) harlem charter
3767,ps 194 countee cullen
3768,ps 200 james mccune smith sch (the)
3769,urban assembly acad future leaders
3770,thurgood marshall academy lower sch
3771,ps 371
3772,st. hope leadership academy charter scho
3773,professor juan bosch ps
3774,ps/is 210 21st century academy
3775,community math and science pre
3776,kipp nyc washington heights academy char
3777,school in the square public charter scho
3778,ps/ms 31 william lloyd garrison
3779,lab school of fin & tech: x223
3780,ps 277
3781,so bronx academy-applied media
3782,academy of applied math and tech
3783,south bronx charter school for internati
3784,boys preparatory charter school of new y
3785,brilla college preparatory charter schoo
3786,legacy college preparatory charter schoo
3787,ps 75 school of research-discovery
3788,ms 101 edward r byrne
3789,longwood academy for discovery
3790,school for inquiry & social justice
3791,bronx mathematics prep sch (the)
3792,ps 583
3793,bronx studio school-writers-artists
3794,"archimedes acad-math, sci, tech"
3795,antonia pantoja prep academy
3796,girls preparatory charter school of the
3797,jhs 22 jordan l mott
3798,ps 88 s silverstein little sparrow
3799,is 117 joseph h wade
3800,ps/is 218 r h dual lang magnet
3801,new american acad-r clemente state
3802,is 313 school of leadership dev
3803,comp model sch project ms 327
3804,new millennium bronx acad arts
3805,science and technology academy
3806,south bronx international ms
3807,urban assmbly school-appl math
3808,"bronx school for law, gov, justice"
3809,nuasin next generation charter school
3810,ps 8 isaac varian
3811,ps 15 inst for environ lrng
3812,thomas c giordano ms 45
3813,bronx stem and arts academy (the)
3814,ps/is 54
3815,ps 59 comm school of technology
3816,ps 159 luis munoz marin biling
3817,lpf school of science and discovery
3818,acad-personal ldshp and excellence
3819,"elem school for math, science, tech"
3820,riverdale/kingsbridge (ms/hs 141)
3821,west bronx acad for the future
3822,international school for liberal art
3823,ps 105 sen abraham bernstein
3824,jhs 144 michelangelo
3825,ms 180 dr daniel hale williams
3826,cornerstone acad for social action
3827,young voices academy-bronx
3828,cornerstone acad-social action-ms
3829,steam bridge school (the)
3830,one world ms at edenwald
3831,capital preparatory bronx charter school
3832,ms 129 acad for independent lrning
3833,ps 211
3834,frederick douglass acad v middle sch
3835,school of science & applied lrng
3836,kappa iii
3837,ps 595
3838,pharos academy charter school
3839,children's aid college preparatory chart
3840,ms 113 ronald edmonds learning ctr
3841,ms 266 park place community ms
3842,dock street school-steam studies
3843,is 915
3844,leadership preparatory bedford stuyvesan
3845,brooklyn prospect charter school ? csd 1
3846,edmund w gordon brooklyn laboratory char
3847,jhs 50 john d wells
3848,ps/is 157 benjamin franklin
3849,beginning with children charter school i
3850,"magnet sch of math, sci, design"
3851,maurice sendak community school
3852,ms 442 carroll gardens school
3853,new voices sch-acad & creative arts
3854,math & science exploratory sch (the)
3855,sunset park avenues elementary
3856,boerum hill school for international
3857,brooklyn prospect charter school - csd 1
3858,whitelaw reid acad arts-business
3859,brooklyn green school (the)
3860,excellence boys charter school of bedfor
3861,bedford stuyvesant collegiate charter sc
3862,bedford stuyvesant new beginnings charte
3863,ember charter school for mindful educati
3864,parkside prep academy
3865,ms 246 walt whitman
3866,ps 399 stanley eugene clarke
3867,brooklyn arts and science elementary
3868,"science, tech & research early colle"
3869,medgar evers college prep school
3870,kipp always mentally prepared charter sc
3871,is 211 john wilson
3872,science & medicine middle school
3873,"ms of media, law, fine arts"
3874,middle school for art and philosophy
3875,brooklyn science and engineering aca
3876,leadership preparatory canarsie charter
3877,cultural arts academy charter school at
3878,is 171 abraham lincoln
3879,jhs 218 james p sinnott
3880,jhs 292 margaret s douglas
3881,ps 345 patrolman robert bolden
3882,fda viii middle school
3883,east new york elementary-excellence
3884,east new york middle sch-excellence
3885,legacy school of the arts
3886,hyde leadership charter school - brookly
3887,collegiate academy for mathematics and p
3888,ps/is 30 mary white ovington
3889,is 187 christa mcauliffe school (the
3890,ps 192 magnet school-math and sci
3891,ps 264 bay ridge elementary-arts
3892,ps 506 journalism and technology
3893,ps 748 brooklyn sch-global scholars
3894,ps 936
3895,"school of math, science, healthy"
3896,urban assembly schl-leader-empower
3897,is 96 seth low
3898,mark twain is 239-gifted & talented
3899,is 281 joseph b cavallaro
3900,is 303 herbert s eisenberg
3901,coney island preparatory public charter
3902,jhs 78 roy h mann
3903,ps 217 col david marcus school
3904,jhs 234 arthur w cunningham
3905,andries hudde
3906,jhs 278 marine park
3907,ps 361 e flatbush early childhood
3908,ps 889
3909,brownsville collaborative middle
3910,kappa v
3911,brooklyn environmental exploration
3912,leadership preparatory ocean hill charte
3913,leadership preparatory brownsville chart
3914,ps 106 edward everett hale
3915,jhs 291 roland hayes
3916,ps 299 thomas warren field
3917,"is 349 math, science & technology"
3918,evergreen ms-urban exploration
3919,all city leadership secondary sch
3920,is 5 walter crowley intermediate
3921,ps 16 nancy debenedittis school (the
3922,ps 49 dorothy bonawit kole
3923,is 61 leonardo da vinci
3924,is 73 frank sansivieri inter school
3925,is 93 ridgewood
3926,ps/is 119 glendale (the)
3927,ps 128 lorraine tuzzo-juniper valley
3928,ace academy for scholars
3929,robert f wagner jr secondary school
3930,middle village preparatory charter schoo
3931,valence college preparatory charter scho
3932,is 25 adrien block
3933,ps/ms 200 magnet school-global studi
3934,ps 201 discovery school (the)
3935,is 237
3936,ps 242 lp stavisky early childhood
3937,active learning elementary sch (the)
3938,is 250 robert f kennedy comm ms (the
3939,east-west school of internation stud
3940,world journalism preparatory
3941,"queens college school-math, sci, tec"
3942,jhs 74 nathaniel hawthorne
3943,ms 158 marie curie
3944,ms 53 brian piccolo
3945,ps 65 raymond york elementary
3946,ps 108 captain vincent g fowler
3947,ps 183 dr richard r green
3948,jhs 202 robert h goddard
3949,jhs 210 elizabeth blackwell
3950,jhs 226 virgil i grissom
3951,kappa vi
3952,nyc academy for discovery
3953,waterside school for leadeship
3954,ps 377
3955,peninsula preparatory academy charter sc
3956,jhs 8 richard s grossley
3957,ps 50 talfourd lawn elementary
3958,catherine & count basie ms 72
3959,ps 80 thurgood marshall magnet
3960,jhs 157 stephen a halsey
3961,ps 175 lynn gross discovery (the)
3962,jhs 190 russell sage
3963,acad for excellence-arts
3964,queens school for ldshp-excellence
3965,jermaine l green stem institute
3966,metropolitan expeditionary lrning
3967,queens collegiate
3968,queens gateway to health sci sec
3969,young women's lrdshp school
3970,ps 52
3971,pathways college preparatory school
3972,prep academy for writers
3973,merrick academy-queens public charter sc
3974,ps 85 judge charles vallone
3975,albert shanker sch-visual/perf arts
3976,ps 127 aerospace science magnet
3977,is 145 joseph pulitzer
3978,ps 148
3979,ps 152 gwendoline n alleyne
3980,hunters point community middle
3981,baccalaureate school-global ed
3982,fort hill collaborative elementary
3983,is 27 anning s prall
3984,kathleen grimm school for leadership
3985,marsh ave sch for expeditionary lrn
3986,ps 65 acad of innovative learning
3987,port richmond school for visionary
3988,ps 74 future leaders elementary
3989,is 75 frank d paulo
3990,staten island sch-civic leadership
3991,john w lavelle preparatory charter schoo
3992,niagara-wheatfield central school distri
3993,north tonawanda intermediate
3994,royalton-hartland central school distric
3995,barker jr/sr high school
3996,new york mills union free school distric
3997,ny mills junior-senior high school
3998,ny mills elementary school
3999,george r staley elem school
4000,vernon-verona-sherrill middle sch
4001,christopher columbus elem school
4002,martin luther king jr elem sch
4003,senator james h donovan middle sch
4004,donald h crane junior/senior hs
4005,westmoreland upper elementary
4006,east syracuse minoa central school distr
4007,jamesville-dewitt central school distric
4008,fabius-pompey middle sch high sch
4009,catherine m mcnamara elementary sch
4010,theodore r durgee junior high sch
4011,fayetteville-manlius central school dist
4012,mckinley-brighton elementary
4013,expeditionary learning middle sch
4014,syracuse stem at blodgett
4015,steam at dr king elementary
4016,brighton academy
4017,syracuse academy of science charter scho
4018,syracuse academy of science and citizens
4019,canandaigua primary-elementary
4020,gorham-middlesex central school district
4021,manchester-shortsville central school di
4022,phelps-clifton springs central school di
4023,cornwall-on-hudson elem sch
4024,william a carter elementary
4025,middletown twin towers middle sch
4026,valley central school district (montgome
4027,gardnertown leadership academy
4028,vails gate steam academy
4029,meadow hill global explorations magn
4030,george f baker high sch
4031,greenwood lake union free school distric
4032,holley junior-senior high school
4033,clifford wise intermediate/middle
4034,altmar-parish-williamstown central schoo
4035,altmar-parish-williamstown jr/sr hs
4036,altmar-parish-williamstown elemen
4037,pulaski middle-high school
4038,gilbertsville-mount upton central school
4039,gilbertsville-mount upton elem sch
4040,gilbertsville-mount upton jr-sr hs
4041,cooperstown jr/sr high school
4042,richfield springs central school distric
4043,richfield springs jr/sr high school
4044,cherry valley-springfield central
4045,haldane middle school
4046,brunswick central school district (britt
4047,hoosick falls jr/sr high school
4048,rensselaer junior/senior high
4049,miller hill school
4050,poestenkill es
4051,hoosic valley junior senior high
4052,maple hill jr/sr high school
4053,true north troy preparatory charter scho
4054,felix festa determination middle sch
4055,felix festa achievement middle sch
4056,a macarthur barr middle sch
4057,a macarthur barr ms 5-6 academy
4058,haverstraw-stony point csd (north rockla
4059,east ramapo central school district (spr
4060,st lawrence elementary school
4061,clifton-fine junior-senior high sch
4062,colton-pierrepont central school distric
4063,madrid-waddington central school distric
4064,madrid-waddington junior-senior hs
4065,parishville-hopkinton central school dis
4066,parishville-hopkinton elem sch
4067,parishville-hopkinton jr-sr hs
4068,edwards-knox junior-senior hs
4069,burnt hills-ballston lake central school
4070,charlton hts elementary school
4071,galway jr/sr high school
4072,mechanicville jr/sr high school
4073,south glens falls central school distric
4074,the enlarged city school district of the
4075,div street elementary school
4076,waterford-halfmoon union free school dis
4077,waterford-halfmoon junior-senior
4078,waterford-halfmoon elementary
4079,rotterdam-mohonasen central school distr
4080,dr martin luther king jr elementary
4081,lincoln  elementary school
4082,gilboa-conesville central school distric
4083,middleburgh junior/senior high sch
4084,cobleskill-richmondville central school
4085,odessa-montour jr/sr high school
4086,elizabeth cady stanton elem sch
4087,campbell-savona jr/sr high school
4088,canisteo-greenwood elementary
4089,jasper-troupsburg central school distric
4090,jasper-troupsburg junior-senior hs
4091,hammondsport junior-senior high sch
4092,william e deluca jr elementary schoo
4093,deauville gardens east elementary
4094,deauville gardens west elementary
4095,william sidney mount elementary
4096,robert cushman murphy jr high school
4097,brookhaven-comsewogue union free school
4098,port jefferson union free school distric
4099,edna louise spear elementary school
4100,mt sinai elementary school
4101,mt sinai middle school
4102,joseph a edgar intermediate sch
4103,patchogue-medford union free school dist
4104,center moriches union free school distri
4105,frank p long intermediate sch
4106,cold spring harbor central school distri
4107,northport-east northport union free scho
4108,half hollow hills central school distric
4109,south huntington union free school distr
4110,bayport-blue point union free school dis
4111,charles a mulligan elementary
4112,woodhull school
4113,shoreham-wading river central school dis
4114,shelter island union free school distric
4115,mt pleasant elementary school
4116,st james elementary school
4117,r j o intermeidate school
4118,remsenburg-speonk union free school dist
4119,remsenburg-speonk elementary sch
4120,westhampton beach union free school dist
4121,westhampton beach elem school
4122,eastport-south manor jr-sr hs
4123,fishers island union free school distric
4124,mattituck-cutchogue union free school di
4125,mattituck-cutchogue elementary sch
4126,new suffolk school
4127,fallsburg junior-senior high school
4128,george ross mackenzie elem sch
4129,sullivan west high school
4130,spencer-van etten central school distric
4131,george junior republic union free school
4132,cayuga hts elementary school
4133,lehman alternative comm school
4134,mt marion elementary school
4135,lake george junior-senior high schoo
4136,hadley-luzerne junior-senior hs
4137,william h barton intermediate sch
4138,warrensburg junior-senior high schoo
4139,putnam central school
4140,whitehall jr-sr high school
4141,norman r kelley intermediate sch
4142,gananda/r mann elementary school
4143,north rose-wolcott central school distri
4144,north rose-wolcott elementary
4145,katonah-lewisboro union free school dist
4146,mt kisco elementary school
4147,union free school district of the tarryt
4148,main street school (4-5)
4149,hastings-on-hudson union free school dis
4150,greenburgh eleven union free school dist
4151,hawthorne-cedar knolls union free school
4152,mount pleasant-cottage union free school
4153,mt pleasant-cottage school
4154,columbus school at the franko bldg
4155,rebecca turner elementary school
4156,denzel washington school-arts
4157,nelson mandela/dr hosa zollicoffer
4158,north salem middle/ high school
4159,briarcliff manor union free school distr
4160,port chester-rye union free school distr
4161,blind brook-rye union free school distri
4162,bruno m ponterio ridge street schoo
4163,rosemarie ann siragusa school
4164,scholastic acad for acad excellence
4165,eugenio maria de hostos microsociety
4166,enrico fermi school-perf arts
4167,mlk jr high tech & computer magne
4168,lakeland-copper beech middle sch
4169,warsaw middle school
